ENSG	ClusterVSMC	ClusterMono.1	ClusterEC.1	ClusterMacro	ClusterMono.2	ClusterFibro.1	ClusterEC.2	ClusterFibro.2	ClusterNeuron	ClusterEC.3
ENSG00000169016	0	0	0	0	0	0	0	0	0	0
ENSG00000196208	0	0	0	0	0	0	0	0	0	0
ENSG00000169006	0	0	0	0	0	0	0	0	0	0
ENSG00000134324	0	4.34901704511148	0	0	0	0	0	0	0	0
ENSG00000071575	0	0	0	0	0	11.8868856941081	2.93546001104386	0	0	0
ENSG00000162981	0	0	0	0	0	0	0	0	0	0
ENSG00000151779	0	0	0	0	0	0	0	0	0	0
ENSG00000079785	10.1779304769605	-8.55238482273675	-3.00560620971308	-4.88212196767244	-3.2091190936903	0	-6.94834813069876	0	0	0
ENSG00000134323	0	0	0	0	0	0	0	0	0	0
ENSG00000197872	0	5.6955863433535	0	0	3.46965560105547	0	0	0	0	0
ENSG00000214842	0	0	0	0	0	0	0	0	0	0
ENSG00000163032	0	0	0	0	0	0	0	0	0	0
ENSG00000163029	6.46126593654114	-7.90662014649738	-6.61846895838288	0	0	2.31040418212593	0	0	0	-3.15893303571859
ENSG00000178295	0	0	0	0	0	0	0	0	0	0
ENSG00000151379	0	0	0	0	0	0	0	0	0	0
ENSG00000170745	0	0	0	0	0	0	0	0	0	0
ENSG00000240857	4.64952757972738	-5.77347485154414	-5.38238241859689	0	-2.44469694939611	0	-2.60131219394964	0	0	0
ENSG00000185013	0	0	0	0	0	0	0	0	0	0
ENSG00000143867	9.39982855193039	-23.5473246322783	-27.1748863691073	-21.3855803203186	-11.2768968256808	12.2546296650171	-21.8661394462021	13.9964013621958	-9.6998831016116	-10.1765200691926
ENSG00000183891	0	0	0	0	0	0	0	0	0	0
ENSG00000118965	0	0	0	0	0	5.39457379116022	0	0	0	0
ENSG00000132031	0	0	0	0	0	0	0	0	0	0
ENSG00000068697	-2.47892852174881	-6.07037388473649	0	-9.30497755609527	-5.12723746508121	18.4736578019355	2.12279768399256	9.88573970828359	0	0
ENSG00000115884	-6.48838849490922	-21.5732368576038	6.78570636045224	-3.59964364925193	0	11.6443296349388	-11.520956359825	-6.95977553383217	0	2.65958782438321
ENSG00000055917	4.54624590410413	0	0	0	0	-2.46707524555675	0	-3.78362329503452	0	0
ENSG00000143878	12.8010550931683	-3.68405608598617	8.52104943358239	-15.23248760972	-8.85297325969553	-4.40692568535477	4.78559680307992	-6.66160548515119	0	0
ENSG00000118960	0	0	0	0	0	0	0	0	0	0
ENSG00000143869	0	0	0	0	0	0	0	0	0	0
ENSG00000118961	0	0	0	0	0	0	0	0	0	0
ENSG00000084674	0	0	0	0	0	0	0	0	0	0
ENSG00000218819	0	0	0	0	0	0	0	0	0	0
ENSG00000119771	0	0	0	0	0	0	0	0	0	0
ENSG00000119778	0	0	0	0	0	0	0	0	0	0
ENSG00000173960	12.6614271454241	-9.31725241195403	-2.09032770984504	0	-2.6398064381633	0	-2.84337825971271	-5.58729596066378	-4.69386962424894	0
ENSG00000205639	0	0	0	0	0	0	0	0	0	0
ENSG00000163026	0	0	0	0	0	0	0	0	0	0
ENSG00000119782	0	0	0	0	0	8.83549876292329	0	0	0	0
ENSG00000115128	-2.3034482351708	0	0	0	5.33920189176194	0	-3.20895878550171	2.38089991572743	0	0
ENSG00000219626	0	0	0	0	0	0	0	0	0	0
ENSG00000115129	0	0	0	0	0	0	0	0	0	0
ENSG00000176732	0	0	0	0	0	0	0	0	0	0
ENSG00000186453	0	0	0	0	0	0	0	0	0	0
ENSG00000198399	0	0	0	0	0	-4.64075859777262	0	0	0	0
ENSG00000084676	0	2.7529365061895	-4.74477514680776	-3.98876015745978	0	0	-2.49042200878439	0	0	0
ENSG00000184924	2.26584253098547	0	0	-3.86462996544787	0	0	-2.77232848437336	0	0	0
ENSG00000138092	0	0	0	0	0	0	0	0	0	0
ENSG00000138031	2.54368898098572	0	0	0	0	0	0	0	0	0
ENSG00000115137	0	0	0	0	0	0	0	0	0	0
ENSG00000084710	0	0	0	0	0	0	0	0	0	0
ENSG00000115138	0	0	0	0	0	0	0	0	0	0
ENSG00000119772	7.79080403546034	-2.40805173396482	-2.64720942249413	0	0	0	-6.12526527334239	-4.16878138485184	0	0
ENSG00000138101	0	0	0	0	0	0	0	0	0	0
ENSG00000143970	0	0	-2.31600050092574	0	2.18625316251917	0	0	0	-2.1111370206759	0
ENSG00000084731	0	0	0	0	0	0	0	0	0	0
ENSG00000084733	7.98382200793111	-2.76519938127525	-4.75291434065488	-4.74823142384146	0	0	0	0	0	0
ENSG00000157833	0	0	0	0	0	0	0	0	0	0
ENSG00000084754	2.49936329299015	0	0	-3.76768381384574	0	0	0	-2.38171425834428	0	0
ENSG00000138029	3.52154830108686	-6.85496833079616	0	0	0	0	2.75888108635743	0	0	0
ENSG00000173567	0	0	0	0	0	0	0	0	0	0
ENSG00000138018	0	0	0	0	0	0	0	0	0	0
ENSG00000157856	0	0	0	0	0	0	0	0	0	0
ENSG00000115155	0	0	0	0	0	0	0	0	0	0
ENSG00000173557	0	0	0	0	0	0	0	0	0	0
ENSG00000157884	0	0	0	0	0	0	0	0	0	0
ENSG00000171303	0	0	0	0	0	0	0	0	0	0
ENSG00000213699	0	2.52391281741472	0	0	0	0	0	0	0	0
ENSG00000115163	0	5.37879836192646	0	0	2.07582235778523	0	0	0	0	0
ENSG00000157851	0	0	0	0	0	0	0	0	0	0
ENSG00000084764	9.19510556099797	-7.27462841342462	0	-6.23162933645186	-2.88364701285199	0	-4.17239369196616	-2.39747045960685	0	-2.37946313563388
ENSG00000119777	0	-2.80483889010136	-3.13334480960703	-2.70548668956	0	5.869583516958	0	0	-2.24346803807197	0
ENSG00000084693	0	0	0	0	0	0	0	0	0	0
ENSG00000228474	3.30054780844546	0	-2.49234736877764	-4.3357940715822	0	4.66114027477768	-5.87623176576532	0	0	0
ENSG00000138080	11.4010755403373	-24.5902397147641	0	-9.43695174990975	-10.806101002856	7.76402284294591	-11.1097026036924	-3.02398359286733	-4.63393900118109	0
ENSG00000138030	0	0	0	-9.1979128008105	3.8187809591072	0	0	0	0	0
ENSG00000138028	-10.441944443347	-9.76014090919755	-12.1354803135883	-7.96587702527194	-23.2717088902837	16.9855076752873	-8.43831265447516	0	-23.2638505984926	-2.58169730469468
ENSG00000143994	0	0	0	0	0	0	0	0	0	0
ENSG00000138073	-2.58551180100583	0	0	0	0	2.49925043011967	0	0	0	0
ENSG00000186143	0	0	0	0	0	0	0	0	0	0
ENSG00000163792	0	0	0	0	0	0	0	0	0	0
ENSG00000138074	0	0	0	0	0	0	0	0	0	0
ENSG00000138085	0	-6.57493879524013	0	-9.42349135672684	-3.96764060471213	9.52845283261606	-4.78348110632375	4.89709433778962	0	0
ENSG00000084774	0	0	0	0	0	0	0	0	0	0
ENSG00000115194	0	0	0	0	0	0	0	0	0	0
ENSG00000163793	0	0	0	0	0	0	0	0	0	0
ENSG00000138100	0	0	0	0	0	0	0	0	0	0
ENSG00000163794	0	0	0	0	0	0	0	0	0	0
ENSG00000115204	0	-4.57250499379523	-3.04853420601894	-7.43488289552335	-4.5167511631729	8.13754463128852	-4.90236234731301	4.81507286822878	0	0
ENSG00000115207	2.71160684331239	0	0	-3.12767578637864	0	0	0	0	0	0
ENSG00000115211	3.29107057754272	0	-3.46475547259907	0	0	0	0	0	0	0
ENSG00000115234	9.11873022422759	0	0	-5.0174531377274	0	-2.98994834295339	-3.71115205798165	0	0	0
ENSG00000163795	0	0	0	0	0	0	0	0	0	0
ENSG00000115241	2.76108795005109	0	0	0	0	0	0	-3.72655577904664	0	0
ENSG00000115216	0	0	0	0	0	0	0	0	0	0
ENSG00000157992	0	0	0	0	0	0	0	0	0	0
ENSG00000138002	0	0	4.84919685232675	0	0	0	0	0	0	0
ENSG00000115226	0	0	0	0	0	6.20982229244523	0	0	0	0
ENSG00000084734	0	0	0	0	0	0	0	0	0	0
ENSG00000221843	0	0	0	0	0	0	0	0	0	0
ENSG00000243943	0	0	0	0	0	0	0	0	0	3.66173045174102
ENSG00000176714	0	0	0	0	0	0	0	0	0	0
ENSG00000198522	3.41078493378639	0	0	0	0	0	0	-2.70488910257097	0	0
ENSG00000119760	0	0	0	0	0	0	0	0	0	0
ENSG00000163798	0	0	0	0	0	0	0	0	0	0
ENSG00000243147	9.05842804700181	-5.68637628348902	-3.7634811504786	0	3.86123518681804	0	-7.11662671949865	0	0	-2.99724833357455
ENSG00000171174	0	0	0	0	0	0	0	0	0	0
ENSG00000158019	0	0	0	0	0	0	0	0	0	0
ENSG00000075426	0	2.35752070545584	-5.50067526203674	0	3.4463370409061	0	-5.98283781102166	3.47314765141193	0	-2.7736947015277
ENSG00000163803	0	0	0	0	0	0	0	0	0	0
ENSG00000213639	31.6425361079596	-12.1603411405757	-8.73297294284471	-5.42791651699023	-6.30389531709424	-6.89039213524195	-3.84027492785147	-8.40357120732558	0	-4.93487076061381
ENSG00000163806	0	0	0	0	0	0	0	0	0	0
ENSG00000171103	0	0	0	0	0	0	0	0	0	0
ENSG00000163811	0	0	0	0	0	0	-2.67346387245764	0	0	0
ENSG00000189350	0	0	0	0	0	0	0	0	0	0
ENSG00000179270	0	0	0	0	0	0	0	0	0	0
ENSG00000115295	0	-17.4516778706049	-17.3474318537145	-8.89818899369408	-23.596353693289	4.56108980486871	-10.8546261877394	7.6165894210748	-2.37264896523258	-23.5941378900546
ENSG00000171094	0	0	0	0	0	0	0	0	0	0
ENSG00000119801	0	5.07994075895146	0	0	0	-3.92289521485528	0	0	0	0
ENSG00000213626	11.7005093404911	-5.84034345791023	-18.7573705598767	0	4.59590176130498	6.40724628557347	-10.3311609693922	-15.8231071990882	0	-6.06115424134702
ENSG00000172954	0	0	0	0	0	0	0	0	0	0
ENSG00000162949	0	0	0	0	0	0	0	0	0	0
ENSG00000158089	0	0	0	0	0	0	0	0	0	0
ENSG00000214711	0	0	0	0	0	0	0	0	0	0
ENSG00000013016	0	0	0	0	0	0	0	0	0	0
ENSG00000158125	-31.6425361079596	4.73632847854409	-21.7244709292343	-8.80801407848398	0	6.91786230632584	15.3123472040391	15.2724403000035	-2.63304727357012	0
ENSG00000162959	0	0	0	0	0	0	0	0	0	0
ENSG00000162961	3.6063528534125	0	-2.25986773182419	0	0	0	-2.71757379167439	0	0	0
ENSG00000021574	0	0	0	0	0	0	0	0	0	0
ENSG00000152683	0	0	0	0	0	0	0	0	0	0
ENSG00000091106	0	0	0	0	0	0	0	0	0	0
ENSG00000119820	8.46720566430209	-10.3034017645962	-3.70748927484398	-4.86807637074471	-3.79756597980708	4.77053149359433	-2.87862306931122	0	-2.32043135308127	0
ENSG00000115760	7.79427853588952	-2.8181787703764	-2.37968073917064	0	0	0	-2.28907167247754	-2.59594348482261	0	0
ENSG00000018699	0	0	0	0	0	0	0	0	0	0
ENSG00000049323	31.6425361079596	-21.8700346219515	-21.3101948539986	-10.7620799587928	-10.3704500860199	2.16405152609007	-17.3368991458826	0	-4.97892413496453	-3.19704457489462
ENSG00000152689	0	5.68691054365863	0	0	0	0	7.59493188455643	0	0	3.14354211677255
ENSG00000119812	0	0	0	0	0	0	0	0	0	0
ENSG00000150938	15.4987036341211	-9.96841293962216	17.7658952345639	-7.78813055036531	-4.02998892153245	-22.996451910075	3.74542848288579	-12.9734553025787	-4.18092287845444	4.69765320975013
ENSG00000171055	10.5768347131092	4.06604256972198	-6.79580411073918	-6.60717090352042	-4.26982040065308	-9.37263912320643	4.18151653042124	-4.05507412471342	0	0
ENSG00000205221	-19.1590723968228	-17.9456064745694	0	-26.9682386189502	-7.00261894057851	4.63521610183256	-14.4250856433565	19.690924855347	0	-8.30543813835205
ENSG00000115808	0	0	0	0	0	0	0	0	0	2.07207109535615
ENSG00000008869	0	0	0	0	0	0	0	0	0	0
ENSG00000152133	2.57986143921167	-2.91488740739536	-2.5047108724881	0	0	0	0	0	0	0
ENSG00000055332	0	2.58485179752368	0	0	0	0	0	0	0	0
ENSG00000138068	0	0	0	0	0	0	0	0	0	0
ENSG00000115816	0	0	0	0	0	0	-4.36562392762061	0	0	0
ENSG00000003509	3.73001542250639	0	-4.32444475346262	0	0	0	0	0	0	-2.49340311975748
ENSG00000115825	0	0	0	-2.30499358976196	2.851501081562	0	0	2.72717854754397	0	0
ENSG00000115828	-25.1272706187235	-12.7588290498733	-17.7689431292454	-5.86726625638092	3.75691858371076	23.4449970878947	-21.4654592637316	21.787471623395	-3.28155348970745	-11.3569432497083
ENSG00000163171	24.4165210954513	-29.1952707249152	4.74737766476675	-2.37369599408561	-4.05149189795904	-9.08866495993799	3.07167291456247	-19.6573357998121	0	-4.03163462058735
ENSG00000115841	0	0	0	0	0	0	0	0	0	0
ENSG00000138061	-15.0352501061493	-19.2324883170041	7.02218842797379	-17.4432234417085	-13.6244542304118	14.0552492065759	-16.4393161810658	15.0012993753073	-7.6822437075033	-7.14097650454519
ENSG00000119787	0	-5.2142309809818	10.886392954173	0	-2.90006049792895	-2.39737843055582	-4.11227315528184	0	0	0
ENSG00000143889	0	-5.0844031611749	0	0	0	2.83189373027659	0	0	0	0
ENSG00000143891	0	0	0	0	0	0	0	0	0	0
ENSG00000115875	0	0	0	0	0	0	0	0	0	0
ENSG00000152147	0	0	0	0	0	0	0	0	0	0
ENSG00000163214	0	0	0	0	0	0	0	0	0	0
ENSG00000188010	0	0	0	0	0	0	0	0	0	0
ENSG00000214694	0	0	0	0	0	0	0	0	0	0
ENSG00000115904	0	0	0	0	0	0	0	0	0	0
ENSG00000205111	0	0	0	0	0	0	0	0	0	0
ENSG00000011566	0	0	0	0	0	0	3.85596668134426	0	0	0
ENSG00000152154	0	0	0	0	0	0	0	0	0	0
ENSG00000138050	0	0	0	0	0	0	0	0	0	0
ENSG00000183023	0	0	0	0	0	0	0	0	0	0
ENSG00000205086	0	0	0	0	0	0	0	0	0	0
ENSG00000162878	15.3579769850378	0	0	0	0	-9.10373708517727	0	0	0	0
ENSG00000143924	0	0	0	2.56613755958357	0	0	0	0	0	0
ENSG00000115944	-4.40030122859626	0	6.60306155036753	3.48665292987258	4.98317041893364	-2.13060085254416	0	0	-2.57014804856361	0
ENSG00000171126	0	0	0	0	0	0	0	0	0	0
ENSG00000057935	3.25187739845894	0	0	0	0	0	0	0	0	0
ENSG00000162881	0	0	0	0	0	0	0	0	0	0
ENSG00000162882	0	0	0	0	0	0	0	0	0	0
ENSG00000115970	0	0	0	0	0	0	0	0	0	0
ENSG00000152518	-17.3078528809634	13.6500952296554	-3.2089870646847	9.95614638657506	10.1149278794116	4.59861006785164	-5.67574998683106	5.11002219747795	0	0
ENSG00000152527	0	0	0	0	0	6.21238573916415	0	0	0	0
ENSG00000138036	0	-13.1380326865157	0	0	0	4.76099492745071	0	0	0	0
ENSG00000138075	0	0	0	0	0	0	0	0	0	0
ENSG00000143921	0	0	0	0	0	0	0	0	0	0
ENSG00000138095	3.22776959314326	0	0	0	0	0	0	0	0	0
ENSG00000138032	14.9117997922128	-6.42769323335304	-6.25429199344046	0	0	-5.80504783481964	-6.71294672474027	-2.32349710167672	-3.2409641341029	0
ENSG00000138079	0	0	0	0	0	0	0	0	0	0
ENSG00000138078	0	0	0	0	0	0	0	0	0	0
ENSG00000143919	0	0	0	0	0	0	0	0	0	0
ENSG00000138083	0	0	0	0	0	0	0	0	0	0
ENSG00000170577	0	0	0	0	0	0	0	0	0	0
ENSG00000068784	0	0	0	0	0	0	0	0	0	0
ENSG00000171132	0	0	0	0	0	0	0	0	0	2.24494883930932
ENSG00000116016	0	-15.7506771047942	25.8286244868385	-8.41030119886577	-5.35333645019259	-14.0199590144193	12.8567561287081	-14.735311322273	-2.39396383476256	3.20959570205845
ENSG00000187600	0	0	0	0	0	0	0	0	0	0
ENSG00000250565	0	0	0	0	0	0	0	0	0	0
ENSG00000119729	5.9929619576146	0	-7.8448237585531	-10.4843864561828	-5.63142365391143	2.58589111483399	-11.5283160179369	3.9587613262529	0	-8.47940823303289
ENSG00000151665	0	0	0	0	0	0	0	0	0	0
ENSG00000119878	5.55909194736691	0	0	0	2.78767421332061	0	2.298545775251	0	0	0
ENSG00000171150	0	0	0	0	0	4.86985824611908	0	0	0	0
ENSG00000180398	-8.89680521644957	0	8.63321259242405	-7.84704957854018	-3.83104833669133	6.0779119506307	-2.53507739428595	0	-3.5766963323908	0
ENSG00000068724	0	6.06963069010971	0	0	4.9858482251069	0	0	0	0	0
ENSG00000239605	0	0	0	0	0	0	0	0	0	0
ENSG00000143933	8.82684415671399	8.31460909359764	4.27080925314543	0	24.2613428178621	-12.4914210971027	10.1437581668166	-6.95404708618098	-2.0566391173055	3.19014393057379
ENSG00000119888	0	0	0	0	0	0	0	0	0	0
ENSG00000095002	0	0	0	0	0	0	0	0	0	0
ENSG00000184261	0	0	0	0	0	0	0	0	0	0
ENSG00000116062	0	0	0	0	0	0	0	0	0	0
ENSG00000138081	0	0	0	-2.82115052378063	-4.22539191616894	2.30542379391819	-3.33381327115615	0	0	0
ENSG00000170802	0	0	0	0	0	0	0	0	-24.7655240367985	0
ENSG00000162869	-5.71521457253469	12.0719470038588	0	0	4.86613902382861	0	0	0	0	0
ENSG00000243244	0	0	0	0	0	0	0	0	0	0
ENSG00000242441	0	0	0	0	0	0	0	0	0	0
ENSG00000138039	0	0	0	0	0	0	0	0	0	0
ENSG00000170820	0	0	0	0	0	0	0	0	0	0
ENSG00000179915	0	0	0	0	0	0	0	0	0	0
ENSG00000270898	0	0	0	0	0	0	0	0	0	0
ENSG00000143942	0	0	0	0	0	0	0	0	0	0
ENSG00000068912	-3.18949549223365	-8.87450304005176	-2.61914763763259	-4.34400564519223	0	11.0113585654714	-5.8918898866592	5.07417254278307	-2.54794283437572	0
ENSG00000119737	0	0	0	0	0	0	0	0	0	0
ENSG00000068878	10.7178228642802	0	-3.216485910059	-4.53122462205144	0	-2.6017147743289	-4.79023630108484	-3.01497424299138	0	0
ENSG00000170634	12.38611339821	-21.2009738216565	-7.27511335550088	-15.8919492065119	-31.6425361079596	0	0	0	0	-7.08346169997917
ENSG00000178021	0	0	0	0	0	0	0	0	0	0
ENSG00000177994	0	0	0	0	0	0	0	0	0	0
ENSG00000115306	-11.4546054382883	-18.2287991260602	11.6742614633472	-8.87221422529608	-9.42042408262738	20.614006154774	16.7964114912029	8.35082968876331	0	26.5838130943122
ENSG00000214595	0	0	0	0	0	0	0	0	0	0
ENSG00000115310	-3.7644000651117	0	-2.21401611287075	-8.15370764704296	0	2.55368188999756	-6.44772989074462	0	0	0
ENSG00000162994	0	0	0	0	0	0	0	0	0	0
ENSG00000143947	0	0	0	0	0	0	0	0	0	0
ENSG00000085760	0	0	0	0	0	0	0	0	0	0
ENSG00000115355	9.0488632119308	-3.31435076501932	-3.98122305248438	-9.59234855291374	7.96036042170903	-3.43188659851175	-2.60434394342745	0	0	-4.71630595427431
ENSG00000163001	6.64043314127849	-7.0084799405791	0	0	-2.06299902858819	0	-4.11307704761129	0	0	0
ENSG00000138041	0	0	0	0	0	0	0	0	0	0
ENSG00000138035	0	0	0	0	0	0	0	0	0	0
ENSG00000115380	-22.789925440842	-14.0297751498632	7.18071231562649	-6.23233578437181	-31.6425361079596	3.87671604151645	-14.5626673194413	19.7599175135342	0	0
ENSG00000055813	0	0	0	0	0	0	14.2873953194839	0	0	0
ENSG00000028116	0	5.47208072434153	0	0	3.44181718351222	0	0	0	0	0
ENSG00000115392	0	0	0	0	0	0	0	0	0	0
ENSG00000119866	0	0	0	0	0	0	0	0	0	0
ENSG00000115421	0	0	0	0	0	0	0	0	0	0
ENSG00000162924	0	7.72363375445097	0	3.06270626151634	4.42244026184965	0	0	0	0	0
ENSG00000162927	0	0	0	0	0	0	0	0	0	0
ENSG00000162928	0	4.4553738327708	-2.58428614169673	0	0	0	-3.85789221548743	0	0	0
ENSG00000162929	0	0	0	0	0	0	0	0	0	0
ENSG00000237651	0	0	0	0	0	0	0	0	0	0
ENSG00000173209	5.84654182775215	-4.85486398516838	0	0	0	0	-4.17113862738311	0	-3.16890863522385	0
ENSG00000115464	6.76715609489374	-2.69526206076529	0	0	0	0	-3.81287892421192	0	0	0
ENSG00000082898	5.13970482475677	0	0	0	0	0	-6.52686289518135	-3.0297480071174	0	0
ENSG00000170264	0	0	0	0	0	0	0	0	0	0
ENSG00000115484	-2.66118058721036	0	0	0	5.83674230121063	-4.60156627235115	0	0	-3.91189385943253	0
ENSG00000173163	-2.24884604643299	0	0	-3.65684514383669	0	0	0	0	0	0
ENSG00000170340	0	0	0	0	0	0	0	0	0	0
ENSG00000186889	0	0	0	0	0	0	0	0	0	0
ENSG00000115504	0	0	0	0	0	4.27986492153134	0	5.35168500265977	0	0
ENSG00000115507	0	0	0	0	0	0	0	0	0	0
ENSG00000143951	0	0	0	0	0	0	0	0	0	0
ENSG00000014641	14.4637245674985	-5.56061817055538	-8.40327672799135	0	0	0	-6.52084965873965	0	0	-2.96212372501014
ENSG00000169764	5.12378234411184	-7.04612201072225	-5.85250038570437	-7.63151249781398	0	0	-7.77291163457555	9.38377238163694	0	0
ENSG00000143952	0	0	0	0	0	0	0	0	0	0
ENSG00000197329	7.75808044722285	0	-5.44361206757342	2.76395423690311	0	-3.23350743974198	-3.72742075347227	0	-5.19121065383543	-2.60327733477256
ENSG00000119862	15.9437976481273	-19.7951232973292	-9.06749015310002	-8.3979428608183	-7.75810577223677	0	0	-5.98204179124438	0	-3.25980892705267
ENSG00000119844	0	5.8694507390435	0	0	0	-3.97779754911629	-2.69601849730978	0	0	0
ENSG00000179833	4.2147344186553	-2.08964391154408	0	0	0	0	0	-5.44624745714333	0	2.57454563611906
ENSG00000115902	0	0	0	0	0	0	0	0	0	0
ENSG00000011523	0	0	0	0	0	0	0	0	0	0
ENSG00000138069	4.08225834877298	0	-3.3483853452401	-7.55203038659635	0	4.08641874422401	-5.23466778675915	0	0	-2.54178273520869
ENSG00000138071	4.36278471883727	7.64366135320088	-4.16527396175142	0	9.09307510679305	-7.27920681502851	0	-2.81095991379227	0	0
ENSG00000198369	0	0	0	0	0	2.3599966814146	0	0	0	0
ENSG00000143995	2.38342996968648	-15.906838409127	-10.8774107556976	-6.81661826167272	-4.35050082313934	9.12264669765726	-16.7291602495662	0	-2.76949810437782	-2.57567405758012
ENSG00000143971	0	0	0	0	0	0	0	0	0	0
ENSG00000197223	0	-6.04447116610132	0	-4.8839521060789	0	3.46427644644321	-4.22169608358089	3.05395012744009	0	0
ENSG00000243667	0	0	0	0	0	0	0	0	0	0
ENSG00000115946	6.56413730669995	0	0	0	0	0	0	0	0	0
ENSG00000221823	0	0	0	0	0	0	0	0	0	0
ENSG00000119865	-8.74651094275622	0	-17.3602181114856	0	-27.6769734673216	8.15762462191252	-2.83072945796444	7.03297721055848	0	0
ENSG00000115956	0	14.1198037901211	0	0	4.70379441707939	0	0	0	0	0
ENSG00000204923	0	0	0	0	0	0	0	0	0	0
ENSG00000169621	0	0	0	0	0	0	0	0	0	0
ENSG00000169618	0	0	0	0	0	0	0	0	0	0
ENSG00000163219	0	0	0	0	0	0	0	0	0	0
ENSG00000163217	0	0	0	0	0	0	0	0	0	0
ENSG00000183607	0	0	0	0	0	0	0	0	0	0
ENSG00000169605	0	0	0	0	0	0	0	0	0	0
ENSG00000169604	-2.13631790112513	-20.9859778739088	-8.94555920992888	-13.8089150681813	-13.2109017719293	10.0518973091782	-12.8061784756558	16.1330434820219	-4.2337607684321	-11.0781766939549
ENSG00000198380	0	-3.31500542177017	-2.57231810192176	0	0	4.85258885551332	-6.03733725823655	4.01860838163103	0	0
ENSG00000169599	4.87285545433587	0	0	0	0	-2.45196634956249	-3.57053858184484	0	0	-2.91309802809582
ENSG00000115977	0	-5.38942456771293	0	0	0	2.39595021336608	-2.37252975794376	0	0	0
ENSG00000196975	-2.48346169732691	0	-2.62509616933355	-6.46669651406311	0	6.23411419314142	-6.42014562013932	5.33715052607149	0	0
ENSG00000087338	0	-3.60051750875893	0	0	0	2.25092774571624	0	0	0	0
ENSG00000124380	11.1151328499661	-7.17884004002178	0	-4.37122960636715	-2.60211876439946	0	-5.93449913985109	0	0	0
ENSG00000059728	0	0	0	0	0	0	0	0	0	0
ENSG00000244617	0	0	0	0	0	0	0	0	0	0
ENSG00000169564	0	0	-3.05182264129205	0	2.67470790006661	0	0	0	0	0
ENSG00000115998	5.30096660301745	0	-3.69929782985597	0	0	0	0	0	0	0
ENSG00000116001	5.95133222551652	-5.25272842607434	-3.36639720937831	0	0	0	0	0	0	0
ENSG00000116005	0	0	0	-5.14999726833738	0	0	-4.27897797972847	0	0	0
ENSG00000143977	0	0	0	0	3.72304901890764	0	0	0	-2.82218154143185	0
ENSG00000035141	4.3304589128575	0	0	0	0	-2.81869453252052	0	0	0	0
ENSG00000163235	0	0	0	0	0	0	0	0	0	0
ENSG00000075340	0	0	0	0	0	0	0	0	0	0
ENSG00000183733	0	0	0	0	0	0	0	0	0	0
ENSG00000152672	0	0	0	0	0	0	0	0	0	0
ENSG00000116031	0	0	0	0	0	0	0	0	0	0
ENSG00000116035	0	0	0	0	0	0	0	0	0	0
ENSG00000116039	0	0	0	0	0	0	0	0	0	0
ENSG00000144031	0	0	0	0	0	0	0	0	0	0
ENSG00000144043	-8.39670106545005	0	0	0	0	5.48678718246829	0	5.34008621371374	0	0
ENSG00000124357	-3.00241769381727	0	0	-3.58607105601821	0	0	-3.72554450561479	5.22953288869066	0	0
ENSG00000124370	3.6466429974213	0	0	-7.28621725596882	0	0	0	0	0	0
ENSG00000124383	0	-2.80530016686635	0	0	0	0	0	0	0	0
ENSG00000124374	0	0	0	0	0	0	0	0	0	0
ENSG00000075292	2.43157293070826	-3.67652789330746	0	0	0	0	0	0	0	0
ENSG00000135636	11.1273108731196	0	0	0	0	0	2.5959201396886	0	0	0
ENSG00000003137	0	0	0	0	0	0	0	0	0	0
ENSG00000144036	3.65056402802172	5.85397281822404	-4.64541506248886	-2.33547374076061	0	-4.86158174050198	-2.40979621083961	0	0	0
ENSG00000116096	7.79450547044598	-4.75651363988785	0	-2.33942868979501	0	0	-4.58584222134741	0	0	0
ENSG00000135638	0	0	0	0	0	0	0	0	0	0
ENSG00000144040	0	0	0	0	0	0	0	0	0	0
ENSG00000135631	-5.7978545553686	10.8907277862367	0	-25.532574713202	0	-2.66285361989943	-4.17071563917006	0	0	0
ENSG00000214513	0	0	0	0	0	0	0	0	0	0
ENSG00000135632	0	0	0	0	0	0	0	0	0	0
ENSG00000135617	0	0	0	0	0	0	0	2.19662457415495	0	0
ENSG00000135624	10.3137898058149	-6.74976694673623	0	0	2.39530345762097	-5.68263845784399	2.55238763641806	0	0	0
ENSG00000163013	0	0	0	0	0	0	0	0	0	0
ENSG00000135625	0	0	0	0	0	0	0	0	0	0
ENSG00000116127	0	0	0	0	0	0	0	0	0	0
ENSG00000144035	0	0	0	0	0	0	0	0	0	0
ENSG00000144034	0	0	0	0	0	0	0	3.41728987523882	0	0
ENSG00000144048	0	-3.15203972816881	0	0	0	0	0	0	0	0
ENSG00000187833	0	0	0	0	0	0	0	0	0	0
ENSG00000124356	0	-2.38541800927862	0	0	0	0	0	0	0	0
ENSG00000163017	31.6425361079596	-14.2534366217131	-12.4587035651944	-7.40489282843401	-6.87504875881976	-24.0098528176537	-15.3231033291596	-16.8682557284979	-4.35321042288792	-7.91051212098189
ENSG00000114956	0	0	0	0	0	0	-3.04776638118889	0	0	0
ENSG00000187605	0	6.79561856024057	-2.50795826204643	0	0	0	-2.58667368716341	-4.2958786389095	0	0
ENSG00000217702	0	0	0	0	0	0	0	0	0	0
ENSG00000163170	11.4681737659818	-13.7692055144298	-2.74895468493065	-3.10906426254324	0	0	0	0	-2.47469056178477	0
